cultivar,registered,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
"Novelist","1","Y","Y","","pre1965","none","none","","","Fl. rich yellow"
"Novelty","2 (b)","W","","Sir C.H. Cave","pre1908","none","none","‘Lulworth’","{N. poeticus}",""
"Novice","1","","","T.B. Green","pre1936","none","none","","",""
"Nowell","1 (c)","W","W","R.H. Bath","pre1929","none","none","","",""
"Nuage","2 (c)","W","W","G.H. Johnstone","pre1949","none","none","‘Lady-Day’","‘Truth’","2n=28"
"Nuance","3 (a)","Y","","R. Crews","pre1948","`Ecstasy'","none","","",""
"Nucleus","2 (a)","","","R. Crews","pre1949","none","none","","",""
"Numa","1 (b)","W","","Barr & Sons","pre1923","none","none","","",""
"Nutwith","2 (a)","Y","","A.M. Wilson","pre1927","none","none","‘Hospodar’ hybrid","",""
"Nydia","3 (c)","W","W","R.H. Bath","pre1927","none","none","","",""
"Nylon Group","10","W","W","D. Blanchard","","none","none","","","2n=28"
"Nysa","3 (b)","W","O","C. Dawson","pre1919","none","none","","","Perianth segments slightly reflexed; corona expanded, closely ribbed, reddish orange"
"Oakhurst","1 (b)","W","Y","G.P. Haydon","pre1910","none","none","","","Fl. rounded, 102 mm wide; corona ribbed, soft primrose yellow, tinged sulphur yellow at mouth, with mouth widely expanded and rim flanged"
"Oamaru","1 (a)","Y","Y","W.D. Burns","pre1927","none","none","","",""
"Oasis","9","","","W. Welchman","pre1929","none","none","","",""
"Oba","3 (b or c)","W","","W. Jackson Sr","1938","none","none","‘Mountain Pride’","‘Mayflower’",""
"Obelisk","2","W","Y","J.N. Hancock & Co.","c. 1977","none","none","","",""
"Oberlin","2 (a)","Y","Y","W. Jackson Jr","1955","none","none","‘Kalman’","‘Melissa’",""
"Oberon","1 (a)","","","","","none","none","","",""
"Oberon","1 (c)","W","W","G.H. Engleheart","pre1914","none","none","","",""
"Oberon","5","","","Sir A.P.W. Thomas","pre1930","none","none","","",""
"Occident","3 (a)","Y","O","G.H. Engleheart","pre1903","none","AM 1903 ","","","Perianth segments soft canary yellow; corona reddish orange"
"Occleston","4","","","T.O. Occleston","pre1928","none","none","","",""
"Oceanid","5","W","W","R. Gibson","pre1927","none","PC(e)(NZ) 1929","","",""
"Ochre","1","Y","Y","J.N. Hancock & Co.","c. 1978","none","none","","",""
"Ochree","3","","","C. Bourne","pre1916","none","none","","",""
"Oconee","5","Y","Y","E.C. Powell","pre1946","none","none","Unknown","{N. triandrus}",""
"O'Connell","3 (b)","W","","H. Prins","pre1927","none","none","","",""
"Octavia","3 (a)","","","W. Welchman","pre1910","none","none","","",""
"Octoroon","2 (a)","","","Mrs R.O. Backhouse","pre1908","none","none","","",""
"Odalisque","3 (a)","","","F.H. Chapman","pre1913","none","none","","",""
"Oddity","2?(c)","W","W","W. Backhouse","pre1869","Leedsii `Oddity'","none","","","Fl. silver white"
"Ode","9","","","F.H. Chapman","pre1910","none","none","","",""
"Odeon","2 (a)","","","J.L. Richardson","pre1938","none","none","","",""
"Odessa","2 (a)","Y","YYO","The Brodie of Brodie","c.1927","none","AM Haarlem  1936 ","‘Seraglio’","‘Fortune’","Perianth segments pale yellow; corona large, widely expanded, yellow, with orange at rim, with the rim closely and deeply notched, as if fringed"
"Odin","2 (b)","W","","W. Welchman","pre1929","none","none","","",""
"Odo","2 (b or c)","W","","","pre1935","none","none","","",""
"Odysseus","3 (a)","","","de Graaff Bros","pre1927","none","none","","",""
"Oehoe","3 (b)","W","","J.W.A. Lefeber","pre1944","none","none","","",""
"Ogwen","2 (a)","","","W.A. Watts","pre1935","none","none","","",""
"Ohakea","1 (a)","Y","Y","A. Gibson","pre1940","none","PC(e)(NZ) 1940","","","Fl. bright yellow"
"Ohisay","1","W","Y","T.H. Piper","c. 1966","none","none","‘Thera’","‘Lorinna’",""
"Ohoke","2","Y","","J.S. Leitch","c. 1967","none","none","","",""
"Okapi","1 (a)","Y","Y","G.P. Haydon","pre1910","none","none","?‘Princess Mary’ hybrid","",""
"Okapi","0","","","?W. Jackson Jr","pre1959","none","none","","",""
"Oklahoma","1 (b)","W","Y","Warnaar & Co.","pre1948","none","AM Haarlem  1948 ","","",""
"Old Gold","1","","","C.L. Adams","pre1919","none","none","","",""
"Old Ivory","0","","","","pre1939","none","none","","",""
"Oldina","1 (b or c)","W","","W. Jackson Jr","1957","none","none","‘Tamara’","‘Preamble’",""
"Oldpark","1","W","Y","W.J. Dunlop","pre1969","none","none","","","Corona pale yellow"
"Ole Lavik","3 (b)","W","","J.W.A. Lefeber","pre1938","none","none","","",""
"Olga","1 (c)","W","W","Barr & Sons","pre1927","none","none","","",""
"Olga","2","W","GYP","J.N. Hancock & Co.","c. 1975","none","none","","",""
"Olhain","1 (c)","W","W","W.A. Watts","pre1930","none","none","","",""
"Olistina","2 (b)","W","","W.A. Grace","pre1938","none","none","","",""
"Olive Dent","1 (a)","","","van der Viel","pre1948","none","none","","",""
"Olive Long","2 (c)","W","W","J.N. Hancock & Co.","pre1949","none","none","","","Perianth segments pure white; corona flared"
"Olivia","3 (b)","W","YYR","Sir C.H. Cave","pre1913","none","none","‘Lulworth’","‘Horace’","Perianth segments pure white, slightly reflexed; corona shallow, ribbed, canary yellow, with a broad and well-defined band of scarlet at rim"
"Olivine","5","W","W","","pre1926","none","none","","","Fls often 2 per stem, pure white"
"Olwen","2 (b)","W","","W.A. Watts","pre1908","none","none","","",""
"Olympia","1 (a)","Y","Y","M. van Waveren & Sons","pre1900","none","AM 1900 AM(p)  1914 ","","","Fl. large; perianth segments bright yellow; corona dark golden yellow. 2n=28"
"Greenstar","4","G","G","Scottish origin","pre1956","none","none","","","Perianth and other petaloid segments in several whorls, green, touched yellowish green at margins and midrib, fading to yellow when past maturity; the outer whorl oblong, acute, more or less spreading, separated; some inner whorls almost as long as the outer, narrower, inflexed; some only half as long and strongly inflexed. Resembles `Rip van Winkle' but with narrower segments in fewer whorls and with no noticeable corona"
"Stars","8","W","Y","","","none","none","","",""
"Late Sol","8","Y","O","","","none","none","","","Fls 8-10 per stem, 25-32 mm wide; perianth segments light yellow; corona fairly broad, orange"
"Opare","2 (a)","Y","Y","W. Jackson Jr","1957","none","none","‘Aala’","‘Moque’",""
"Opera","9","W","GYO","G.H. Engleheart","pre1923","none","AM(e)  1923 ","","","Fl. rounded; perianth segments very broad, truncate, prominently mucronate, spreading, overlapping half; the inner segments narrower, not noticeably mucronate; corona very shallow, closely ribbed, yellow, with green at base and a broad band of cinnamon orange at rim"
"Ophelia","1 (c)","W","W","de Graaff Bros","pre1913","none","none","","",""
"Ophelia","1 (a)","","","W.B. Hartland","pre1907","none","none","","",""
"Ophelia","1 (a)","","","D.V. West","pre1936","none","none","","",""
"Ophelia","9","","","","pre1915","none","none","","",""
"Ophir","1 (a)","Y","Y","?Irish origin","pre1900","none","none","","",""
"Ophir","1 (a)","Y","Y","E.H. Krelage & Son","pre1930","none","none","‘Glory of Leiden’","‘Big Ben’",""
"Optimist","2 (b)","W","","J.W.A. Lefeber","pre1926","none","none","","",""
"Optimus","8","Y","O","","pre1798","none","none","","",""
"Opulence","2 (a)","Y","Y","W.F.M. Copeland","pre1913","none","none","‘King Alfred’","‘Weston’","Fl. golden yellow; perianth segments broad"
"Opulence","1 (a)","Y","Y","R. Dick","pre1938","none","none","","","Perianth segments of smooth texture; corona deep yellow, rim flanged"
"Opulent","1 (a)","Y","Y","S.C. Gaspar","pre1949","none","none","‘Sincerity’","‘Royalist’","Perianth segments broadly ovate, sulphur yellow"
"Oracle","9","W","OOR","G.H. Engleheart","pre1908","none","none","","","Fl. 67 mm wide; perianth segments white, with cream at base, reflexed, of thick texture, overlapping half; corona very shallow bowl-shaped, buffy orange, shading to dark orange-red at rim. Mid-season to late"
"Oran","3 (b)","W","YYO","J.L. Richardson","pre1944","none","none","‘Seraglio’","‘Sunstar’","Perianth segments snowy white, of thick and waxy texture; corona almost disc-shaped, pale citron, with a broad band of reddish orange at rim"
"Orana","2 (a)","Y","R","W. Jackson Jr","pre1950","none","none","‘Dunkeld’","‘Redlands’",""
"Orange Cup","3 (a)","","","G.H. Engleheart","pre1913","none","none","","",""
"Orange Eye","3 (a)","Y","O","The Brodie of Brodie","pre1908","none","none","‘Princess Mary’","9 W-R","Perianth segments creamy yellow; corona disc-shaped, apricot orange"
"Snowshill","2 (c)","W","W","J.M. de Navarro","pre1949","none","AM(e)  1957 AM(e)  1963 *AM(g)  1988 ","‘May Molony’","‘Chinese White’","Fl. 95 mm wide; perianth segments very broadly ovate, blunt, slightly mucronate, spreading, plane, with margins sometimes incurling at apex; the inner segments more narrowly ovate, shouldered at base; corona ribbed, with a touch of deep green at base, mouth expanded, regularly and loosely frilled. 2n=28"
"Bazelman","8","Y","Y","","pre1780","none","none","","","Fl. pale yellow"
"Jason","3 (a)","","","","","none","none","","",""
"Orange Joy","2 (b)","W","YOO","G. Lubbe & Son","pre1948","none","AM Haarlem  1948 ","","",""
"Orangeman","2 (b)","W","O","G.H. Engleheart","pre1907","none","none","","","Perianth segments creamy white, reflexed; corona expanded, rich orange"
"Orangia","3 (b)","W","","C. Dawson","pre1908","none","none","","",""
"Oranique","2","W","YYO","","1963","none","none","","",""
"Oranjemei","2 (a)","","","J.W.A. Lefeber","pre1941","none","AM Haarlem  1941 ","","",""
"Orb","3 (b)","W","","E.M. Crosfield","pre1910","none","none","","",""
"Orb of Day","2 (b)","W","","C.L. Adams","pre1916","none","none","","",""
"Orbit","0","","","E.M. Crosfield","pre1914","none","none","","",""
"Orbita","2 (a)","W","O","R.H. Bath","pre1929","none","none","","","Perianth segments creamy white; corona scarlet-orange"
"Orchid","11a","W","Y","","","none","none","","",""
"Oregon","1 (a)","","","de Graaff Bros","pre1927","`Plato'","none","","",""
"Orestes","3 (b)","W","","W.B. Hartland","pre1907","none","none","","","Dwarf"
"Orestes","1 (a)","","","M. van Waveren & Sons","pre1930","none","none","","",""
"Organdy","2 (b)","W","P","Oregon Bulb Farms","pre1950","none","none","","",""
"Orgy","3 (b)","W","","F.H. Chapman","pre1923","none","none","","",""
"Oriana","1 (b)","W","Y","Barr & Sons","pre1904","none","none","","","Corona soft canary yellow"
"Oriel","1(a)","","","A.J. Bliss","pre1930","none","none","","",""
"Orient","8","W","","G.H. Engleheart","pre1907","none","none","","","Perianth segments sulphur white; corona with red at rim"
"Oriflamme","3 (b)","W","O","G.H. Engleheart","pre1897","none","AM 1898 ","","","Fl. rounded; perianth segments creamy white; corona scarlet-orange. Mid-season"
"Orinoco","2 (a)","","","J.L. Richardson","pre1953","none","none","","",""
"Oriole","1(a)","","","Oregon Bulb Farms","pre1950","none","none","","",""
"Orion","1(a)","Y","Y","H.J. Poole Sr","pre1927","none","none","","",""
"Orion","2 (a)","","","W.F.M. Copeland","pre1908","none","none","","",""
"Orion","2 (a)","","","D.V. West","pre1936","none","none","","",""
"Orissa","3 (a)","Y","YYO","J.L. Richardson","pre1943","none","none","‘Seraglio’","‘Aviemore’","Perianth segments bright yellow; corona very shallow bowl-shaped, yellow, with a broad band of bright reddish orange at rim"
"Orlando","1 (b)","W","Y","Sir A.P.W. Thomas","pre1914","none","none","","","Perianth segments lightly twisted; corona soft yellow"
"Orlando","2 (a)","Y","O","Unknown origin","pre1939","none","none","","",""
"Orleans","3 (b)","W","","P.D. Williams","pre1939","none","none","","",""
"Ormeau","2 (a)","Y","Y","W.J. Dunlop","1949","none","*AM(g)  1967 *FCC(g)  1971 AGM 1993 ","‘Pilgrimage’","‘Cromarty’","Fl. 109 mm wide; perianth segments brilliant yellow 7A, overlapping; corona deep golden yellow, with mouth expanded, rim flanged and crenate. 2n=28"
"Ormley","2 (a)","Y","R","W. Jackson Jr","1953","none","none","‘Chungking’","‘Magherally’",""
"Ormolu","1 (a)","Y","Y","","","none","none","","","Perianth segments rich lemon yellow, overlapping; corona buttercup yellow, frilled. Mid-season"
"Ormolu","3 (b)","W","O","P.D. Williams","pre1910","none","none","","","Perianth segments opening pale lemon, becoming sulphur white; corona shallow, bright reddish orange"
"Ormonde","0","","","Cartwright & Goodwin","pre1908","none","none","","",""
"Ormonde","2 (b)","W","","G.H. Engleheart","pre1914","none","none","","",""
"Ornament","3 (a)","Y","O","G.H. Engleheart","pre1913","none","none","","","Perianth segments soft primrose yellow; corona ribbed, scarlet-orange"
"Orono","1(b)","W","Y","E.C. Powell","pre1947","none","none","","",""
"Orontes","2 (a)","Y","O","R.V. Favell","pre1946","none","none","‘Pentreath’","‘Fortune’",""
"Orpen","2 (a)","","","Miss G. Evelyn","pre1933","none","none","","",""
"Orphan","2","W","WWO","J.N. Hancock & Co.","pre1949","none","none","","","Perianth segments creamy white; corona with orange at rim"
"Orpheus","1 (b)","W","","J.W. Barr","pre1930","none","none","","",""
"Orphir","1 (a)","","","J.W. Barr","pre1930","none","none","","",""
"Orph�e","3 (a)","Y","YYR","W. Backhouse","pre1869","Barrii `Conspicuus Minor'","none","","","Perianth segments opening primrose yellow, becoming sulphur yellow; corona with a broad band of scarlet at rim"
"Orsino","1 (b)","W","","Barr & Sons","pre1923","none","none","","",""
"Orthodox","3 (b)","W","","F.H. Chapman","pre1913","none","none","","",""
"Ortona","2 (a)","Y","O","J.N. Hancock & Co.","pre1949","none","none","","","Perianth segments rich yellow; corona pale orange, frilled"
"Ortona","3 (b)","W","GOO","J.L. Richardson","pre1944","none","none","‘Mitylene’","‘Coronach’","Perianth segments very broad in outline, blunt or rounded at apex, prominently mucronate, pure white, spreading, plane, of good substance, overlapping half; the inner segments less noticeably mucronate, a little inflexed; corona broad, very shallow, heavily ribbed, intense reddish orange, with green at base. Late. 2n=28"
"Orwell","2 (a)","Y","O","M.P. Williams","pre1949","none","none","","","Perianth segments soft yellow; corona rich scarlet-orange"
"Osage","3 (c)","W","W","E.C. Powell","pre1949","none","none","","",""
"Osborne","1 (a)","","","A.M. Wilson","pre1948","none","none","","",""
"Osella","2 (a)","Y","Y","S.J. Bisdee","1940","none","none","‘Golden Queen’","‘Crocus’",""
"Osiris","1","W","Y","Barr & Sons","pre1903","none","none","","","Perianth segments creamy white; corona broad, flared, canary yellow, lightly frilled"
"Oslo","2 (c)","W","W","A.M. Wilson","pre1934","none","none","‘Nelly’","‘Beersheba’","Fl. pure white; perianth segments of strong substance; corona flared"
"Osman","1","Y","Y","J.N. Hancock & Co.","c. 1980","none","none","","",""
"Osprey","3 (a)","","","Sir A.P.W. Thomas","","none","none","","",""
"Osprey","3 (b)","W","","L. Buckland","pre1936","none","none","","","Corona with red at rim"
"Ossa","1 (a)","","","Hon. Sir R.H. Rhodes","pre1914","none","none","","",""
"Osprey","2","W","Y","J.C. Williams","1915","none","none","","","Fl. about 89 mm wide, of great substance; perianth segments rounded at apex, pure white, with margins wavy; corona short, strongly ribbed, opening citron yellow, soon becoming paler in tone, with mouth widely expanded, rim flanged"
"Ossian","3 (b)","W","Y","E. Leeds","pre1877","Burbidgei `Ossian'","none","","","Fl. large; corona widely expanded"
