cultivar,division,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
Pipe Major,2,Y,O,F.E. Board,,none,none,‘Kindled’,‘Craigywarren’,"Fl. facing slightly upwards; perianth segments broadly ovate, blunt, spreading, with broad midrib showing, overlapping half; corona funnel-shaped, short, ribbed, reddish orange, with mouth straight. Late. 2n=28"
Piper,2,W,P,J.S. Leitch,,none,none,"","",Fl. 108 mm wide
Pipestone,2,W,R,Murray W. Evans,,none,none,‘Accent’,‘Caro Nome’ x ‘Allurement’,"Fl. 115 mm wide; perianth segments ovate, blunt, fairly prominently mucronate, spreading, with margins incurling at apex, overlapping one-third to a half; the inner segments a little inflexed, wth margins incurved; corona cylindrical, short, broadly ribbed, red (40C), with a narrow band of yellow at base, mouth straight, more closely ribbed, wavy, with rim crenate. Mid-season"
Pipit,7,YYW,W,G.E. Mitsch,,none,none,‘Binkie’,{N. jonquilla},"Fls 2-3 per stem, 70 mm wide; perianth segments broadly ovate, pale sulphur yellow, with slight white mucro, paling almost to pure white at base, spreading, with margins incurling, overlapping one-third; the inner segments a little inflexed, with margins wavy or more strongly incurved; corona short funnel-shaped, lightly ribbed, opening pale sulphur yellow, becoming near to pure white, mouth straight, loosely frilled. Mid-season. 2n=21"
Pippa,9,W,GYR,A.M. Wilson,,none,none,"","","Corona light yellow, with green at base and red at rim"
Piquant,3,W,O,Murray W. Evans,,none,none,‘Blarney’,‘Artist’s Model’,Fl. 122 mm wide
Pitcairn,4,W,R,Mrs H.K. Richardson,,none,none,‘Gay Time’,‘Rockall’,Fl. 65 mm wide. Resembles `Acropolis' but with whiter perianth segments
Pitchroy,2,W,GWW,J.S.B. Lea,,none,none,‘Easter Moon’ x ‘Castle of Mey’,‘Fionn’,Fl. 105 mm wide
Pitta,2,W,P,G.E. Mitsch,,none,none,‘Precedent’,‘Debutante’,"Fl. rounded, 100 mm wide; perianth segments very broadly ovate, blunt, only very slightly mucronate, milk white, a little inflexed, concave, with margins sometimes incurling, overlapping half; the inner segments with margins nicked; corona shallow bowl-shaped, ribbed, light salmon pink, with mouth widely expanded, sometimes deeply split and overlapping, a little frilled, rim broadly crenate. Mid-season. Resembles `Precedent' but with a greater depth of pink in the corona"
Pivert,11,Y,Y,J. Gerritsen & Son,,none,none,Sdlg,‘Majorette’,Fl. 105 mm wide
Pixie,7,Y,Y,M. Fowlds,,none,none,{N. assoanus},?{N. jonquilla},"Fls up to 5 per stem; perianth segments broad, somewhat obovate, rounded at apex, prominently mucronate, reflexed, plane, overlapping half; the inner segments not noticeably mucronate, a little less strongly reflexed, somewhat concave or with margins wavy; corona bowl-shaped, smooth, with mouth even or very slightly wavy, rim entire"
Pizzicato,2,W,Y,Konynenburg & Mark,,none,none,"","",Fl. 105 mm wide; perianth segments ivory; corona pale yellow 11C. Late
Placid,3,W,Y,W. Jackson Jr,1958-03-30,none,none,‘Beirut’,‘Jeb’,"Perianth segments very broadly ovate, blunt, only very slightly mucronate, pure white, a little inflexed, slightly concave, smooth, overlapping half; the inner segments more narrowly ovate, square-shouldered at base, more strongly inflexed, with margins wavy; corona narrow bowl-shaped, ribbed, soft lemon yellow, with mouth straight, tightly frilled. Mid-season to late"
Platinal,3,W,GWW,J. Gerritsen & Son,,none,none,"","","Fl. 70 mm wide, pure white; corona with green at base. Late. Resembles a late-flowered `Polar Ice'"
Playtime,2,W,O,J. Gerritsen & Son,,none,none,‘Alpine Glow’ hybrid,"",Fl. 110 mm wide; perianth segments ivory white; corona pale orange (24D). Late
Plaza,2,Y,W,Murray W. Evans,1965-03-30,none,none,‘Bethny’,‘Binkie’ hybrid,Fl. 100 mm wide; perianth segments lemon. Mid-season
Plimsoll,1,W,Y,J.S. Leitch,,none,none,"","",Fl. 115 mm wide; corona lemon yellow
Plover,2,W,P,G.E. Mitsch,,none,none,‘Precedent’,‘Carita’,"Fl. rounded, 112 mm wide; perianth segments very broadly ovate, blunt, slightly mucronate, a little reflexed, overlapping half or more; the inner segments more nearly spreading, creased, sometimes nicked at margin; corona very broad bowl-shaped, ribbed, soft apricot pink, mouth straight, split in places and overlapping, lightly frilled. Mid-season. Resembles a taller `High Repute' of more rapid increase with a smaller corona"
Plunder,2,W,Y,J.S. Leitch,,none,none,"","",Fl. 108 mm wide; corona lemon yellow
Plush,4,W,R,Murray W. Evans,,none,none,Sdlg,‘Hallali’,Mid-season
Poet's Way,9,W,GYR,T. Bloomer,,none,none,‘Smyrna’,?‘Lough Areema’,"Perianth segments very broad, acute, slightly mucronate, a little reflexed, plane, overlapping half; the inner segments narrower and more nearly spreading; corona almost disc-shaped, tightly ribbed, yellow, with green at base, and a band of deep red at rim, minutely crenate. Late. Resembles a larger-flowered `Cantabile' with a more obviously reflexed perianth"
Pol Dornie,2,W,P,J.S.B. Lea,,none,none,‘Kildavin’,de Navarro sdlg 796 ([‘Interim’ x ‘Salmon Trout’] x ‘Rosedew’),Fl. 100 mm wide; corona deep pink. Late
Pol Voulin,2,W,P,J.S.B. Lea,,none,none,Sdlg 1-40-67,‘Dailmanach’,Fl. 115 mm wide
Polar Dawn,2,W,WWY,J.A. Hunter,,none,none,‘Easter Moon,‘Green Island’ x ‘Personality’,Fl. 105 mm wide; corona with yellow rim at rim. Mid-season
Polar Gem,1,W,W,R.C.A. Tombleson,,none,none,"","",Fl. 115 mm wide. Mid-season. Resembles an earlier `Hikurangi' with the corona more deeply dentate
Polar Imp,3,W,W,E.W. Philpott,,none,none,"","","Fl. rounded; perianth segments very broadly ovate, squarish at apex and sometimes truncate, slightly mucronate, pure white, a little reflexed, plane, or sometimes slightly concave near apex, overlapping half or more; the inner segments narrower, more rounded at apex, more nearly spreading, with margins wavy; corona shallow bowl-shaped, ribbed, white, with green at base. Early. Resembles `Frigid'"
Polar Snow,2,W,W,J.A. Hunter,,none,none,‘Easter Moon’,‘Glendermott’,Fl. 105 mm wide. Mid-season
Polaris,1,W,W,G.L. Wilson,,none,none,‘Empress of Ireland’,‘Prestige’,""
Polbathic,2,Y,R,Brian S. Duncan,,none,none,‘Vagabond’,‘Battle Cry,Mid-season
Poldark,2,Y,R,J.A. O'More,,none,none,‘Indian Summer’,‘Red Baron’,"Fl. 102 mm wide; perianth segments rounded, rich yellow, somewhat ribbed; corona widely expanded. Mid-season. Resembles a deeper-coloured `Red Baron'"
Polglass,3,W,GWW,J.S.B. Lea,,none,none,‘Achnasheen’,‘Loch Assynt’,Fl. 100 mm wide
Pollino,2,W,W,Mrs B.T. Simpson,,none,none,"","","Fl. 115 mm wide, smooth. Mid-season"
Pollux,5,W,W,D. & J.W. Blanchard,,none,PC(e)  1968 ,’Silver Coin’,{N. triandrus} subsp. {pallidulus},"Fl. 64 mm wide, greenish white (155A); perianth segments slightly reflexed, irregular, overlapping; corona ribbed, with mouth straight, rim crenate"
Pollyanna,3,W,YYR,S.A. Free,,none,none,‘Dresden’ hybrid,"","Fl. 100 mm wide; perianth segments creamy white; corona yellow, shading to red at rim. Mid-season"
Polonaise,2,W,P,J.L. Richardson,,none,none,‘Daybreak’,‘Merry Widow’,"Perianth segments pure white; corona bowl-shaped, opening raspberry, becoming salmon pink"
Polymna,2,Y,YYO,Konynenburg & Mark,,none,none,‘Mimosa’,‘Gratia’ x ‘Daisy Sch�ffer’,"Fl. 100 mm wide; perianth segments light greenish yellow 6D; corona vivid yellow 13A, with strong orange 25A at rim. Mid-season"
Pom-pom,4,W,W,G.L. Wilson,,none,none,"","",""
Pompeii,2,W,W,W.G. Pannill,,none,none,‘Broughshane’,‘Vigil’,""
Pompidou,2,W,P,J.N. Hancock & Co.,1962-03-30,none,none,Sdlg,‘Joss Johnston’,Fl. 95 mm wide; corona strong to moderate yellowish pink 31C-D. Mid-season
Ponatahi,1,W,W,J.S. Leitch,,none,none,"","",""
Ponderosa,1,Y,Y,G.L. Wilson,,none,none,"","",2n=28
Pongee,2,Y,Y,Murray W. Evans,,none,none,([‘Binkie’ x 1 YYW-W] x [‘Daydream’ x ‘Bethany’]),(‘Just So’ x [‘Bethany’ x ‘Daydream’]),Mid-season
Pontes,1,W,Y,W. Jackson Jr,1967-03-30,none,none,"","",Fl. 111 mm wide. Mid-season
Poo Koo,2,W,P,P. Phillips,,none,none,"","",Fl. 76 mm wide. Mid-season
Poolewe,2,W,P,J.S.B. Lea,,none,none,‘Fionn’,‘Rose Royale’,Fl. 100 mm wide; corona peach pink. Late
Poplin,10,Y,Y,D. & J.W. Blanchard,,none,none,"","","Fl. 38 mm wide, rich yellow. Early. 2n=28. Resembles a yellow-flowered {N. cantabricus}"
Poppet,5,W,W,A. Gray,,none,none,{N. cyclamineus},{N. triandrus} var. {loiseleurii},Perianth segments yellowish white; corona milk white. Dwarf
Porcelain,2,W,W,Murray W. Evans,,none,none,‘Pristine’,‘Moyard’,Fl. 110 mm wide. Mid-season
Port Erin,3,W,GGW,Ballydorn Bulb Farm,,none,none,‘Portstewart’,‘Tryst’,Fl. 75 mm wide; corona with green at base spreading into mid-zone and with white towards mouth. Mid-season
Port Latta,1,W,P,K.J. Heazlewood,,none,none,‘Rosedale’,‘Rosario’,"Fl. 108 mm wide, of good substance; corona deep pink. Mid-season. Resembles `Fintona' but with a paler-coloured corona"
Portadown,1,Y,Y,W.J. Dunlop,,none,none,"","",Fl. deep gold. 2n=28
Portavo,2,W,W,Carncairn Daffodils,1965-03-30,none,none,‘Easter Moon’,G.L.Wilson sdlg 45/115,Fl. 100 mm wide. Mid-season. Resembles a rounder-flowered `Easter Moon' in colour and texture but with a larger and frilled corona with green at base
Portfolio,1,W,W,W.G. Pannill,,none,none,‘Vigil’,‘Empress of Ireland’,Fl. 110 mm wide; corona with rim rolled
Portrait,2,W,P,Murray W. Evans,,none,none,‘Cordial’,‘Caro Nome’,Fl. 105 mm wide. Mid-season
Post Horn,6,Y,Y,Rosewarne EHS,,none,none,‘Cornet’,‘Priority’,Perianth segments clear lemon yellow; corona darker in tone. Early
Potent,3,W,R,W. Jackson Jr,,none,none,‘Masaka’ x ’Jo’,‘Arbar’,Fl. 94 mm wide
Poulton,1,Y,Y,H. Williams,,none,none,"","","Fl. rich yellow, of thick substance; perianth segments broad; corona with rim rolled and dentate"
Pour Toi,2,Y,Y,Konynenburg & Mark,,none,none,‘Mimosa’ hybrid,"",Fl. 110 mm wide; perianth segments brilliant yellow 9C; corona light greenish yellow 8C. Mid-season
Prado,1,Y,GYY,W. Jackson Jr,,none,none,‘Ristin’,sdlg 128/65,Fl. 105 mm wide. Early to mid-season
Praline,4,W,O,J. Gerritsen & Son,,none,none,‘Pink Glory’ hybrid,"","Fl. 115 mm wide; perianth segments ivory white; corona pale orange (25D), with a lighter tone (23D) at rim. Late"
Precedent,2,W,P,G.E. Mitsch,,none,none,‘Mabel Taylor’,‘Green Island’,"Fl. 108 mm wide; perianth segments slightly reflexed; corona salmon pink, paling to yellow-pink at base. Mid-season. Resembles a taller `Carita' with smoother perianth segments and a smaller corona"
Preciosa,2,W,W,Konynenburg & Mark,,none,none,‘Daisy Sch�ffer’ x ‘Faveur’,‘Mount Hood’,Fl. 120 mm wide; corona creamy white. Mid-season
Precise,3,W,YYR,W.G. Pannill,,none,none,‘Merlin’,‘Autowin’,Mid-season
Precision,3,W,W,W.O. Backhouse,,none,none,"","",""
Predator,1,W,Y,Jackson's Daffodils,,none,none,‘Lenz’,‘Helsal’,"Fl. forming a double triangle; perianth segments broadly ovate, greenish white (155A), spreading, plane, overlapping half; the inner segments a little inflexed; corona cylindrical, narrow, smooth, brilliant greenish yellow 6A, with mouth flared and wavy, rim minutely notched. Mid-season"
Preface,6,Y,Y,G.E. Mitsch,,none,none,‘Magnificence’,{N. cyclamineus},Fl. rich golden yellow; perianth segments reflexed; corona with rim flanged. Early
Prefix,6,Y,Y,G.E. Mitsch,,none,none,‘Cibola’,{N. cyclamineus},"Perianth segments broad, reflexed; corona with mouth expanded. Early"
Preislied,2,Y,Y,Konynenburg & Mark,,none,none,‘Cocktail’ x ‘Red Bird’,‘Fortune’ x ‘Flaming Torch’,Fl. 115 mm wide; perianth segments light greenish yellow 4C; corona vivid yellow 15B. Early
Prejudice,6,Y,Y,F.A. Saunders,,none,none,‘Garron’,{N. cyclamineus},""
Premiere,2,W,GPP,Brian S. Duncan,,none,none,‘Pink Isle’?,‘Rose Royale’,Fl. 100 mm wide; perianth segments broadly ovate. 2n=28
Presence,4,W,P,D.S. Bell,,none,none,"","",""
Presto,3,W,GYR,Ballydorn Bulb Farm,,none,none,‘Merlin’,‘Fairmile’,Fl. 110 mm wide. Mid-season. Resembles `Fairmile' but with a broader band of colour at corona rim
Primate,2,W,W,N.R. McIsaac,,none,none,‘Greenland’,‘Newcastle’,Fl. 107 mm wide. Mid-season
Prime Time,2,Y,Y,Eileen E. Frey,,none,none,‘Playboy’,‘Daydream’,"Fl. 90 mm wide, clear yellow; corona with a slightly deeper tone at rim, frilled. Mid-season"
Primeur,1,Y,Y,P. de Jager & Sons,,none,none,"","","Fl. 95 mm wide; perianth segments much brighter and richer than vivid yellow 12A, overlapping; corona slightly ribbed, darker in tone (14A) than the perianth, mouth expanded and heavily frilled, rim crenate and slightly flanged. Early"
Primlough,1,Y,Y,H.A. Brown,,none,none,"","",Fl. primrose yellow
Prince Ki,1,Y,Y,E.W. Philpott,,none,none,‘Robert Montgomery’,‘Protos’,Fl. golden yellow. Tall. Early. Resembles a small-flowered `Regal Coin'
Printal,11,W,Y,J. Gerritsen & Son,1966-03-30,none,none,‘Expo’ hybrid,"","Fl. 85 mm wide; perianth segments very broadly ovate, blunt, ivory white, spreading, overlapping half; the inner segments narrower, creased, a little inflexed; corona split, the six segments half as long as the perianth segments and opposite and closely overlying them, bi-lobed, with the lobes overlapping, pale yellow, with a broad band of darker yellow at rim, spreading, very deeply frilled. Early"
Prism,2,Y,Y,G.E. Mitsch and R. & E.Havens,1974-03-30,none,none,‘Aircastle’,‘Cool Flame’,"Perianth segments light yellow; corona shallow, deep yellow, tinged rose pink at rim. Late"
Privateer,3,W,O,J.L. Richardson,,none,none,‘Kilworth’,‘Arbar’,"Perianth segments broadly ovate; corona disc-shaped, tightly ribbed, reddish orange"
Probity,2,W,Y,F.E. Board,,none,none,‘Easter Moon’,‘Homage’,Corona lemon yellow
Profile,2,W,Y,Murray W. Evans,,none,none,‘Limerick’,‘Broughshane’,2n=28
Profusion,2,W,P,P. Phillips,,none,none,"","",Fl. 115 mm wide
Promisso,2,W,P,Alister Clark,,none,none,"","",Corona becoming self pink after two to three days
Prophet,1,Y,YYP,H.R. Barr,,none,PC(e)  1975 ,‘Lunar Sea’,‘Maiden’s Blush’,"Perianth segments pale lemon; corona lemon, with pink at rim. Early. Resembles `Entrancement' but is paler-coloured and has the additional colour at corona rim"
Propriety,2,W,P,Murray W. Evans,,none,none,‘Rose of Tralee’,‘Interim’,""
Proska,2,Y,Y,W. Jackson Jr,,none,none,‘Vixi’,‘Gold Script’,Fl. 112 mm wide. Early to mid-season
Prospero,3,W,R,J.L. Richardson,,none,none,‘Mahmoud’ self pollinated,"",Resembles a larger `Mahmoud' with a paler corona
Protege,2,Y,Y,Murray W. Evans,,none,none,‘Trousseau’ x ’Pink o’ Dawn’,‘Tunis’ x ‘Trousseau’,""
Proverb,2,Y,Y,AngusWilson,,none,none,"","","Fl. 105 mm wide, rich yellow; corona slightly darker in tone. Mid-season. Resembles `Galway'"
Prowess,2,W,Y,G.E. Mitsch,,none,none,‘Green Island’,‘Chinese White’,""
Proxy,9,W,GYR,Murray W. Evans,1970-03-30,none,none,{N. poeticus} var. {recurvus},‘Dallas’,Very Late. Resembles a smaller and later-flowered `Array'
Ptarmigan,2,Y,WWY,G.E. Mitsch,,none,none,‘Daydream’,?{N. jonquilla},"Perianth segments lemon; corona almost white, shading to lemon at rim. Mid-season. Resembles a smaller `Daydream'"
Pueblo,7,W,W,G.E. Mitsch,,none,none,‘Binkie’,{N. jonquilla},"Fl. 76 mm wide; corona opening lemon yellow, becoming milk white. Mid-season"
Pukawa,7,Y,R,J.A. O'More,,none,none,‘Indian Summer’,{N. jonquilla},Fl. 46 mm wide; perianth segments golden; corona red
Puma,2,Y,P,W.G. Pannill,,none,none,‘Just So’,‘Bethany’,Fl. 89 mm wide. Mid-season
Punjab,1,W,W,R.C.A. Tombleson,,none,none,"","",""
Puppet,5,Y,O,G.E. Mitsch,,none,none,‘Narvik’,{N. triandrus} var. {concolor},"Fls 1-2 per stem; perianth segments somewhat narrow, deep golden yellow; corona bright reddish orange. Mid-season"
Puppy,6,Y,Y,M.J. Jefferson-Brown,,none,none,"","",Fl. rich yellow. Early
Purbeck,3,W,YOO,J.W. Blanchard,,none,AM(e)  1970 AGM 2001 ,‘Roimond’,‘Arbar’,"Fl. 95 mm wide; perianth segments very broadly ovate, rounded at apex, not prominently mucronate, greenish white (155A), slightly reflexed, smooth, regular, overlapping half; the inner segments a little narrower, shouldered at base, with margins very slightly wavy; corona loosely ribbed, strong orange 25A, merging into pale yellow 11c at base, mouth expanded and regularly frilled. Corona with variable proportions of orange and yellow"
Pure Joy,2,W,Y,G.E. Mitsch,,none,none,‘Easter Moon’,‘Aircastle’,"Fl. rounded, 100 mm wide; perianth segments broadly ovate, blunt, pure white, spreading, concave near apex, with broad midrib showing, regular, overlapping half; the inner segments a little inflexed; corona short funnel-shaped, ribbed, pale lemon yellow, with a deeper tone at rim, mouth straight, frilled. Mid-season"
Purity,2,W,W,G.L. Wilson,,none,AM(e)  1960 ,(‘Evening’ x Dava’) x (‘Silver Coin’ x ‘Dava’),‘Snowline’,"Fl. 108 mm wide, snow white; perianth segments broad, notched at apex, slightly inflexed; corona slightly ribbed, with mouth slightly expanded, rim crenate"
Purrdie,1,W,Y,Ken Farmer Nurseries,,none,none,"","",Fl. 120 mm wide. Mid-season
Pursuit,2,Y,O,J.S. Leitch,,none,none,"","",""
Pyalong,1,W,Y,S. Morrison,,none,none,"","",Perianth segments pure white; corona light lemon yellow
Pyenna,1,W,P,K.J. Heazlewood,,none,none,‘C.E.Radcliff’,‘Mrs Oscar Ronalds’,""
Pygmee,1,Y,Y,J. Gerritsen & Son,,none,none,"","",Perianth segments pale greenish yellow 2D; corona darker in tone (5C) than the perianth. Very early
Pyrite,2,W,GYY,Murray W. Evans,1965-03-30,none,none,‘Artist’s Model’,‘Marshfire’,Fl. 110 mm wide. Late
Quail,7,Y,Y,G.E. Mitsch,,none,AGM 1998 Wister Award 2007,‘Daydream’,{N. jonquilla},"Fl. 2-3 per stem, 60 mm wide, rich golden yellow; perianth segments broadly ovate, with prominent whitish mucro, spreading or slightly inflexed, plane, overlapping half; corona funnel-shaped, loosely ribbed, a little darker in tone than the perianth, mouth straight or a little flared, split in places and overlapping, wavy. Mid-season. Scented"
