cultivar,registered,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
"Dorothy Kingsmill","5","W","Y","G.H. Engleheart","pre1899","none","AM 1899 FCC 1900 ","’Grandis’","{N. triandrus}","Perianth segments broadly ovate, pure white, spreading or a little inflexed, with margins wavy, overlapping at base only; corona cylindrical, long, lightly ribbed, greenish yellow, with mouth flared and a little frilled"
"Dorothy Osborne","2","W","Y","D.N.Y. Olson","","none","none","‘Greenore’","‘Pink Isle’","Fl. 118 mm wide; corona opening pale yellow, rapidly becoming buff white, faintly touched gold at rim. Mid-season"
"Dorothy Pearson","2 (b)","W","O","G.H. Engleheart","pre1907","none","none","","","Fl. rounded; corona bright orange"
"Dorothy Rogerson","2","W","P","Alister Clark","1940","none","none","","",""
"Dorothy Strom","2 (b)","W","","?W.M. & A.P. Spry","pre1955","none","none","","",""
"Dorothy Vernon","2 or 3 (b or c)","W","","J.R. Pearson & Sons","pre1910","none","none","","",""
"Dorothy Wemyss","3","W","YYO","","","none","none","","",""
"Dorothy Yorke","2 (b)","W","YYO","G.H. Engleheart","pre1897","none","none","","","Perianth segments more or less broadly ovate, blunt, prominently mucronate, spreading, overlapping at base only; corona large cup-shaped, loosely ribbed, bright yellow, with a reddish orange stain deepening to a solid colour at rim, mouth frilled. Mid-season. Resembles a larger and firmer-flowered `Lulworth'"
"Dorrien Smith","1 (b)","W","Y","","","none","none","","",""
"Dorset Beauty","2 (b or c)","W","","J.W. Barr","pre1930","none","none","","",""
"Double Blush","4","W","P","Carncairn Daffodils","","none","none","‘Egg Nogg’","‘Little Princess’","Perianth and other petaloid segments white; the outer whorl very broadly ovate, truncate, spreading, a little concave, with broad midrib showing, of good substance, overlapping half; the inner whorl inflexed, with margins deeply incurved, more or less regularly arranged, overlapping; corona segments clustered at centre, more loosely arranged between the petaloid segments, pink (29A), sometimes splashed yellow. Late"
"Double Cream","4","W","Y","W.G. Pannill","","none","none","‘Snowshill’","Richardson white/yellow double sdlg","Late"
"Double Crest","4","W","R","J.L. Richardson","","none","AM Haarlem  1959 ","‘Falaise’ hybrid","",""
"Double Desire","4","Y","P","D.S. Bell","","none","none","‘Papua’","‘Hicol’",""
"Double Diamond","4","Y","Y","J. Valkering & Sons","","none","none","‘Youth’ sport","",""
"Double Diamond","4","W","Y","","","none","none","","",""
"Double Dividend","4","Y","Y","D.S. Bell","","none","none","","","Fl. primrose yellow"
"Double Eagle","4","W","O","J.L. Richardson","","none","AM Haarlem  1959 ","","","Fl. white and orange. 2n=27. Resembles an improved `Mary Copeland'"
"Double Event","4","W","Y","J.L. Richardson","pre1951","none","AM(e)  1952 FCC(e)  1956 *AM(g)  1981 *FCC(g)  1982 AGM 1993 ","’Falaise’","’Green Island’","Fl. rounded, 90 mm wide; perianth and other petaloid segments very broad, rounded at apex and truncate, very deeply overlapping; the outer whorl mucronate, spreading; the inner whorl slightly shorter, not noticeably mucronate, inflexed, with margins incurling; three segments at centre strongly inflexed, with margins deeply incurling; corona segments very short, clustered among the petaloid segments at centre, brilliant yellow 13B, frilled. 2n=29"
"Double Fashion","4","Y","O","J.L. Richardson","","none","none","‘Falaise’ hybrid","","Fl. rounded, 102 mm wide; perianth and other petaloid segments very broad, light yellow; the outer whorl blunt or truncate, slightly mucronate, spreading; the inner whorls only a little shorter, truncate, not noticeably mucronate, successively more strongly inflexed; corona segments one-quarter the length of the petaloid segments and interspersed among them, yellow-orange, shading to deep orange at rim, frilled. Mid-season. Resembles `Extol'"
"Double Fortune","4","Y","Y","G. Zandbergen-Terwegen","pre1954","?`Fortune's Double'","AM Haarlem  1956 ","‘Fortune’ sport","",""
"Double Happy","4","Y","R","G.J. Phillips","","none","none","2 Y-R sdlg","‘Warne’","Fl. yellow and orange-red. Early. Resembles `Beauvallon'"
"Double Ming","4","W","W","A.M. Wilson","pre1950","none","none","","","Perianth segments in a single whorl; corona segments tinged green"
"Double Perfection","4","Y","Y","G.H. Rotteveel & Sons","","none","none","’Emperor’ sport","",""
"Double Sir Watkin","4","Y","O","English origin","pre1916","`Sir Watkin, Double'","AM(e)  1916 ","’Sir Watkin’ sport","",""
"Double Stella","4","W","Y","","","none","none","","",""
"Double Triumph","4","W","O","J.L. Richardson","","none","none","’Falaise’ hybrid","","Fl. 114 mm wide; perianth and other petaloid segments milky white; corona segments clear orange. Late"
"Double Vision","4","Y","R","J.L. Richardson","","none","none","","",""
"Double Youth","4","Y","Y","J. Valkering & Sons","1952","none","TGA Haarlem  1963 ","‘Youth’ sport","","Fl. 102 mm wide. Mid-season. Resembles a larger-flowered 'Telamonius Plenus' of a clearer yellow"
"Doublebois","5","W","W","A. Gray","","none","none","{N. triandrus} var. {loiseleurii} sdlg","","Fls 2 per stem, 80 mm wide. Late. Resembles a late and larger-flowered `Tristesse'"
"Doubledale","4","W","Y","J.J. Abernethy","1953","none","none","","","Perianth and other petaloid segments milky white; corona segments rich deep creamy yellow. Mid-season. 2n=28"
"Douglas Dick","2 (a)","Y","","R. Dick","pre1930","none","none","","",""
"Doutrice Triumphante","8","Y","Y","","pre1798","none","none","","","Fl. pale yellow"
"Dove of Peace","6","W","O","Ballydorn Bulb Farm","","none","none","‘Buncrana’ hybrid","","Fl. 45 mm wide. Mid-season"
"Downpatrick","1 (b)","W","Y","W.J. Dunlop","","none","AM(e)  1971 ","‘Guardian’","‘Broughshane’","Fl. 110-115 mm wide; perianth segments blunt, greenish white (155A), inflexed, slightly twisted, regular, overlapping; corona slightly ribbed, greenish yellow (4C), mouth expanded, with rim flanged and crenate. 2n=28"
"Dover Cliffs","2 (c)","W","W","F.E. Board","","none","none","’Brookfield’ hybrid","","Fl. chalk white; corona with yellow in tube"
"Drapeau de France","8","W","Y","","pre1792","none","none","","",""
"Dreadnought","1 (a)","Y","Y","M. van Waveren & Sons","pre1908","none","none","","",""
"Dream Castle","3","W","W","G.E. Mitsch","","none","none","‘Green Island’","‘Chinese White’","Fl. rounded, 108 mm wide; perianth segments pure white; corona opening cream, becoming whitish. Mid-season. 2n=28. Resembles a larger-flowered `Chinese White' of somewhat rougher surface"
"Dream of Beauty","5","W","W","Sir A.P.W. Thomas","pre1912","none","none","{ N.} x {johnstonii} sdlg","","Fls often 2 per stem, large, pure white. Tall"
"Dream Rocks","2 (b)","W","YYO","J.N. Hancock & Co.","pre1956","none","none","","","Corona bright golden yellow, with pinkish apricot orange at rim"
"Dream World","11a","W","PPY","David L. Sheppard","","none","none","‘Travertine’","‘Gypsy Princess’","Fl. 100 mm wide; perianth segments very broadly ovate, blunt, mucronate, spreading, very slightly concave at apex, overlapping one-third; the inner segments more narrowly ovate, inflexed, with margins incurling; corona split to base, the six segments half the length of the perianth segments and opposite to them, with many deeply overlapping lobes at apex, smooth, pink, with soft pinkish yellow at rim, inflexed, heavily frilled. Resembles `Travertine' in colour"
"Dreamlight","3 (b)","W","GWR","G.L. Wilson","pre1934","none","AM(e)  1938 AM Haarlem  1949 ","‘Dactyl’","‘Mystic’","Perianth segments very broad, rounded, somewhat truncate, only slightly mucronate, pure white, spreading, overlapping half or more; one of the inner segments almost as broad, two of them narrower and a little twisted; corona disc-shaped, white, tinged soft greenish grey, with greenish white at base and a narrow band of orange-red at rim, ribbed. Late. 2n=14"
"Dreamthorpe","2 (b)","W","P","Mrs E. Murray","","none","none","","",""
"Dresden China","2 (b)","W","P","G.S. Young","","none","none","","","Perianth segments slightly mucronate, pure white, translucent, overlapping half; the inner segments more narrowly ovate, shouldered at base; corona cup-shaped, smooth, clear shell pink, mouth widely expanded and a little frilled, rim notched and flanged"
"Dresden China","2 (b)","W","YPY","S.J. Bisdee","1943","none","none","‘Mitylene’","‘Dawnglow’",""
"Dress Circle","3","W","YYR","T. Bloomer","1964","none","none","‘Corofin’","‘Hamzali’","Perianth segments white; corona deep yellow, with a narrow band of deep red at rim. Resembles `Silent Grace' but with a larger and smoother perianth"
"Driven Snow","1 (c)","W","W","G.L. Wilson","pre1923","none","none","","","Corona opening faint primrose ivory, becoming white"
"Drumadarragh","1","Y","Y","Carncairn Daffodils","","none","none","‘Kingscourt’","‘Prince Igor’","Fl. 105 mm wide. Resembles a slightly deeper-toned `Kingscourt' with the corona rim more heavily rolled"
"Drumawillan","2","Y","W","Carncairn Daffodils","","none","none","‘Cantatrice’","‘Content’","Resembles a Div. 2 `Spellbinder' with no roll at corona rim"
"Drumcairne","2","W","PPR","Carncairn Daffodils","","none","none","‘Irish Rose’","Radcliff sdlg","Perianth segments pure white, creased opening, becoming plane. Sunproof"
"Drummer Boy","1 (a)","Y","Y","G.P. Haydon","pre1910","none","none","","",""
"Drummer Boy","2","Y","Y","W.G. Pannill","","none","none","‘Saint Keverne’","‘Golden Rapture’",""
"Drumnabreeze","2","Y","WWY","Carncairn Daffodils","","none","none","‘Daydream’","‘Moonspell’","Fl. 112 mm wide; perianth segments acute, brilliant greenish yellow 3A, slightly reflexed; corona quickly becoming greenish white (157C), with deep lemon at rim, tightly frilled. Mid-season"
"Drumnasole","3","W","Y","Carncairn Daffodils","","none","none","‘Sylvia O’Neill’","G.L.Wilson sdlg","Perianth segments opening yellow, becoming white; corona yellow"
"Drumtullagh","2","W","GWW","Carncairn Daffodils","","none","none","‘Easter Moon’","G.L.Wilson sdlg","Fl. 110 mm wide; perianth segments pure white; corona opening with pink at rim, soon becoming pure white, with green at base"
"Duc d'Ahremberg","8","W","O","?Dutch origin","pre1780","none","none","","",""
"Duchess de Braband","8","Y","Y","","pre1798","none","none","","",""
"Duchess of Abercorn","3","W","GWW","T. Bloomer","","none","none","‘Chinese White’","‘Bryher’",""
"Duchess of Albany","12","Y","Y","W. Backhouse","pre1869","Tridymus `Duchess of Albany'","none","","","Fls 2-3 per stem; perianth segments sulphur yellow; corona darker in tone"
"Duchess of Brabant","3 (b)","W","Y","W. Backhouse","pre1869","Leedsii `Vincenti'Leedsii `Duchess of Brabant'","none","‘Minnie Hume’ hybrid","","Corona canary yellow"
"Duchess of Cambridge","1 (c)","W","W","R.H. Bath","pre1929","none","none","","",""
"Duchess of Connaught","1 (b)","W","Y","W. Backhouse","pre1869","Pseudonarcissus Moschatus `Duchess of Connaught'","none","","","Fl. small; perianth segments sulphur white"
"Duchess of Edinburgh","1 (a)","Y","Y","W. Backhouse","pre1869","Pseudonarcissus Bicolor `Duchess of Edinburgh'","none","","","Perianth segments sulphur yellow; corona canary yellow"
"Duchess of Hatton","1 (b)","W","","?Mrs D. Duff","pre1951","none","none","","",""
"Duchess of Kent","1 (a)","Y","Y","G.P. Haydon","pre1908","none","none","","",""
"Duchess of Normandy","1 (c)","W","W","C. Smith","pre1901","none","none","","","Perianth segments somewhat shouldered at base, milk white, twisted; corona long, ribbed, with mouth expanded and rim flanged. Early. Faintly scented"
"Duchess of Orange","8","","","W.A. Grace","pre1936","none","none","","",""
"Duchess of Rutland","2 or 3 (b or c)","W","","J.R. Pearson & Sons","pre1914","none","none","","",""
"Duchess of Wellington","1 (c)","W","W","","pre1907","none","none","","",""
"Duchess of Westminster","2 (c)","W","W","W. Backhouse","pre1869","Leedsii `Duchess of Westminster'","FCC 1886 ","","","Perianth segments ovate to narrowly ovate or oblong, blunt, not prominently mucronate, spreading or somewhat inflexed, with margins sometimes wavy or sometimes recurved at base, overlapping at base only; corona cylindrical or somewhat funnel-shaped, closely ribbed, opening canary yellow with a tinge of orange towards mouth, becoming pure white, mouth straight, lightly frilled"
"Duke of Albany","12","Y","O","W. Backhouse","pre1869","Tridymus `Duke of Albany'","none","","","Fls 2-3 per stem; perianth segments sulphur yellow; corona orange"
"Duke of Anjou","1 (b)","W","Y","Barr & Sons","pre1923","none","none","","","Fl. 95 mm wide; perianth segments creamy white, flushed pale sulphur yellow at base, regular, overlapping half; corona lemon yellow, mouth somewhat expanded, frilled. Mid-season to late"
"Duke of Bedford","1 (b)","W","Y","Barr & Sons","pre1899","none","AM 1899 ","","","Fl. 114 mm wide; perianth segments broadly ovate, blunt, not noticeably mucronate, pure white, spreading, twisted, overlapping one-third; the inner segments inflexed; corona cylindrical, smooth, soft yellow, with mouth ribbed and rim widely flanged and boldly crenate. Early"
"Duke of Buccleuch","2 (b)","W","Y","E. Leeds","pre1877","Incomparabilis Albus `Duke of Buccleuch'Incomparabilis Albus `Elatus'","none","","","Fl. large. Tall"
"Duke of Cambridge","1 (b)","W","","W. Welchman","pre1908","none","none","","",""
"Duke of Clarence","1 (a)","Y","Y","C.B. Blampied","pre1929","none","none","","",""
"Duke of Cornwall","1 (a)","Y","Y","C.B. Blampied","pre1928","none","none","","",""
"Duke of Edinburgh","1 (b)","W","Y","W. Backhouse","pre1869","Pseudonarcissus Bicolor `Duke of Edinburgh'","none","","","Corona canary yellow"
"Duke of Kent","1","Y or W","Y","G.P. Haydon","pre1908","none","none","‘Madame de Graaff’","’Monarch’","Corona bright yellow"
"Duke of Lancaster","1 (a)","Y","Y","C.B. Blampied","pre1929","none","none","","",""
"Duke of Leinster","2 (b)","W","R","G.H. Engleheart","pre1907","none","none","","","Perianth segments creamy white; corona expanded, brilliant red"
"Duke of Marlborough","2 (b)","W","","de Graaff Bros","pre1927","none","none","","",""
"Duke of Norfolk","1 (a)","Y","Y","C.B. Blampied","pre1929","none","none","","",""
"Duke of Normandy","1 (a)","Y","Y","C.B. Blampied","pre1926","none","AM(m)(c)  1926 ","","","Perianth segments broadly ovate, inflexed, somewhat twisted; corona cylindrical, mouth widely rolled, with rim deeply notched"
"Duke of Rutland","1 (c)","W","W","W.H. Divers","pre1914","none","none","","",""
"Duke of Wellington","1 (a)","Y","Y","J. Kendall","pre1907","none","none","","",""
"Duke of York","1 (a)","Y","Y","M. van Waveren & Sons","pre1930","none","none","","",""
"Duke of York","2 (a)","Y","","C.B. Blampied","pre1928","none","none","","",""
"Duke of Windsor","2 (b)","W","OOY","G.A. Uit den Boogaard","pre1936","`Walhalla'","AM Haarlem  1936 FCC Haarlem  1938 ","‘John Evelyn’ hybrid","","Perianth segments very broad, blunt, only slightly mucronate, spreading or slightly reflexed, a little concave, with margins slightly incurling, overlapping half; the inner segments a little narrower, slightly inflexed, with margins incurved and wavy; corona very shallow, very broad, finely ribbed, apricot orange, flushed pale yellow at rim, mouth split, with six overlapping lobes, frilled, occasionally with some smaller lobes beneath. 2n=28"
